채널,동영상 이름,업로드 시간,조회수,언급된 종목,해당일 거래량,다음날 거래량,해당일 평균 주가,다음날 평균 주가
슈아건TV,"[주식] 계절테마, 봄 황사 미세먼지 관련주 지금부터 준비! 자리가 좋은 여섯 종목 선정 1)위니아딤채 2)디에이치피코리아 3)위닉스 4)삼일제약 5)JW중외제약 6)하츠",2020-11-11 13:27:47+00:00,772,위닉스,15811,32587,21100,21775
주식으로 슈퍼직장인,"[박정호] 미세먼지 관련주 (위닉스, 크린앤사이언스, 웰크론, 케이엠, 모나리자, 마스크)",2020-10-20 05:08:33+00:00,1091,위닉스,116136,52826,20266.66667,20366.66667
공부하는 동학개미,"[임정우] 미세먼지 관련주 미리미리 선취매 하려면 언제?어떤거?  (미세먼지 관련주,겨울철 미세먼지,파세코,크린앤사이언스,위닉스,하츠,오공,웰크론)",2019-12-05 07:11:49+00:00,919,위닉스,21791,45679,24616.66667,24841.66667
진검승부-,[주식투자-20191021]미세먼지 대장주/대선주 추세 분석(#위닉스 #하츠 #윌비스 #스타플렉스 #모나리자 #신일산업),2019-10-21 12:26:38+00:00,1790,위닉스,525031,187940,27316.66667,26975
그레이스파트너스,"미세먼지 예비저감조치, 미세먼지관련주 하츠/위닉스/모나리자/웰크론",2019-10-21 06:55:06+00:00,144,위닉스,525031,187940,27316.66667,26975
외인잡는개미,농약 비료 제습기 관련주 종목추천 (경농 조비 남해화학 위닉스),2020-08-09 06:00:06+00:00,647,위닉스,170534,404902,20941.66667,21500
도지선생 주식이야기,특징주분석 위닉스(장마관련주),2020-08-03 10:00:29+00:00,649,위닉스,142819,466546,19666.66667,21183.33333
진검승부-,[주식투자-20191021]미세먼지 대장주/대선주 추세 분석(#위닉스 #하츠 #윌비스 #스타플렉스 #모나리자 #신일산업),2019-10-21 12:26:38+00:00,1790,윌비스,4784937,2719673,1390.833333,1511.666667
한국증권TV,"[01.07] 바이든 관련주!! 내일의 대응전략!!(그린케미칼,kc코트렐, 오성첨단소재, 한화솔루션, 유니슨 등등)",2021-01-07 10:00:11+00:00,3175,유니슨,1556410,531471,5241.666667,5198.333333
소확재테크.d동동이형아b,"주식) 대량거래터진 풍력/탄소배출 테마주: 동국S&amp;C, 포메탈, 서암기계공업, 삼강엠앤티, 유니슨, 한솔홈데코",2021-01-05 14:32:16+00:00,1002,유니슨,1153444,672964,5061.666667,5130
주식대가,"대가의 급등 유망 관심종목. 탄소배출권 관련주. 라이브파이낸셜, 그린케미칼, 한솔홈데코, 이건산업, kc코트렐 관심 종목은 주식대가에서 확인!",2020-12-15 09:21:50+00:00,535,이건산업,35910,2264768,9306.666667,10216.66667
개미르망,"휴켐스,에코프로,이건산업,한솔홈데코,kc코트렐(탄소배출권관련주)총정리/1116",2020-11-16 10:05:04+00:00,525,이건산업,80330,37044,9038.333333,9031.666667
아이스탁TV 아이컴퍼니,"바이든 수혜주를 잡아라! 탄소배출권 관련주 철저 해부 (바이든, 그린뉴딜, 태양광, 수소차, 탄소배출권, 신성이엔지, 에코바이오, 한솔홈데코, 이건산업, 휴켐스, kc코트렐)",2020-11-10 06:19:50+00:00,0,이건산업,243309,113351,9625,9485
소확재테크.d동동이형아b,"주식) 바이든 공약, 탄소배출권 관련주: 세종공업, KC코트렐, 에코바이오, 이건산업, 한솔홈데코, 휴켐스, 에코프로",2020-11-09 12:14:45+00:00,1265,이건산업,855626,243309,9725,9625
주식X파일,"조류독감 관련주 총정리 - 겨울의 불청객 조류독감 관련주 매매시나리오 - 백신주,수산주,제일바이오,고려제약,이글벳,신라에스지,동원수산,",2020-02-04 00:40:41+00:00,0,이글벳,480468,205332,6853.333333,6951.666667
정보의 바다,"애플 기아차관련주 엔브이에이치코리아,구영테크,KB오토시스,덕양산업,AP위성,이트론,이화전기,이아이디 등",2021-02-04 07:52:34+00:00,0,이아이디,73622432,62102416,310.6666667,351.3333333
정보의 바다,"애플 기아차관련주 엔브이에이치코리아,구영테크,KB오토시스,덕양산업,AP위성,이트론,이화전기,이아이디 등",2021-02-04 07:52:34+00:00,0,이트론,76421973,110373748,317.5,403.3333333
이룸경제TV,"[수익영상] 4대강, 장마 관련주 / 이화공영 당일 730만원 수익!!",2020-08-12 04:31:01+00:00,0,이화공영,11199165,1506981,7185,6805
서울경제TV SENhotclip,이화공영 급상승! 4대강 테마주 강세! 자동차부품주 · 장마테마주 주목!,2020-08-11 02:07:37+00:00,203,이화공영,4625641,11199165,6308.333333,7185
슬기로운 매매생활,"[임정우] 4대강 관련주 생각보다 강한데.. 사야할까? (이화공영,특수건설,우원개발,자연과환경,일대일로,인선이엔티,장마 관련주,폐기물 관련주,홍수 관련주)",2020-08-11 01:41:48+00:00,975,이화공영,4625641,11199165,6308.333333,7185
정보의 바다,"애플 기아차관련주 엔브이에이치코리아,구영테크,KB오토시스,덕양산업,AP위성,이트론,이화전기,이아이디 등",2021-02-04 07:52:34+00:00,0,이화전기,54767236,24159865,182,187.3333333
외인잡는개미,태풍 폐기물 관련주 테마주 종목정리 (인선이엔티 코엔텍 제넨바이오 와이엔텍),2020-09-02 21:00:04+00:00,916,인선이엔티,784371,655899,10641.66667,10275
슬기로운 매매생활,"[임정우] 4대강 관련주 생각보다 강한데.. 사야할까? (이화공영,특수건설,우원개발,자연과환경,일대일로,인선이엔티,장마 관련주,폐기물 관련주,홍수 관련주)",2020-08-11 01:41:48+00:00,975,인선이엔티,1733661,388070,10691.66667,10533.33333
슬기로운 매매생활,"[임정우] 폐기물 관련주 잘 봤죠? 테마의 향후 방향은? (인선이엔티,코엔텍,서한,장마 관련주,폐기물 관련주,홍수 관련주)",2020-08-10 06:06:43+00:00,1731,인선이엔티,7315975,1733661,11675,10691.66667
서울경제TV SENhotclip,인선이엔티 등 폐기물처리 관련주 급등! 체시스 수익 가능?,2020-08-10 02:07:03+00:00,819,인선이엔티,7315975,1733661,11675,10691.66667
주식생성기,"[주식] 역대 최장, 최악 장마 홍수! 무조건 대장주를 잡아라! M&amp;A 황제주 공개! (폐기물처리,인선이엔티,와이엔텍,KGETS,제넨바이오,태영건설,KC그린홀딩스)",2020-08-09 11:47:40+00:00,1010,인선이엔티,554613,7315975,10158.33333,11675
진검승부-,[주식투자-2020.08.06] 홍수/장마 수혜주 &amp; 윤석열 관련주 분석(#서연 #제일테크노스 #효성오앤비 #조비 #폐기물 #인선이엔티 #제넨바이오 #와이엔텍 #비료 #아시아종묘),2020-08-06 15:05:45+00:00,2336,인선이엔티,5735401,554613,10741.66667,10158.33333
외인잡는개미,폐기물관련주 추천종목 (인선이엔티 코엔텍 와이엔텍 KG ETS),2020-08-03 21:00:03+00:00,565,인선이엔티,2825517,1390876,9648.333333,9945
도지선생 주식이야기,특징주분석 인선이엔티- 장마 관련주,2020-08-03 11:30:03+00:00,573,인선이엔티,2825517,1390876,9648.333333,9945
슬기로운 매매생활,"[임정우] 폐기물 관련주를 추천했던 이유는? 대응방법 (인선이엔티,코엔텍,서한,장마 관련주,폐기물 관련주,홍수 관련주)",2020-08-03 08:29:47+00:00,1416,인선이엔티,2825517,1390876,9648.333333,9945
정보의 바다,"냉동고관련주 대한과학,일신바이오 정세균관련주 수산중공업,알루코",2020-10-21 09:02:06+00:00,0,일신바이오,689693,5567868,6815,7425
진검승부-,[주식투자-2020.08.11] 장마/홍수 수혜주 추가 상승 가능성과 서울시장 선거 관련주 분석(#효성오앤비 #자연과환경 #조비 #경농 #나경원 #박원순 #정몽준 #정치테마주),2020-08-11 13:53:59+00:00,1197,자연과환경,26556383,2494656,1860.833333,1725.833333
슬기로운 매매생활,"[임정우] 4대강 관련주 생각보다 강한데.. 사야할까? (이화공영,특수건설,우원개발,자연과환경,일대일로,인선이엔티,장마 관련주,폐기물 관련주,홍수 관련주)",2020-08-11 01:41:48+00:00,975,자연과환경,26556383,2494656,1860.833333,1725.833333
외인잡는개미,태풍 폐기물 관련주 테마주 종목정리 (인선이엔티 코엔텍 제넨바이오 와이엔텍),2020-09-02 21:00:04+00:00,916,제넨바이오,1621767,1805096,3825.833333,3919.333333
주식생성기,"[주식] 역대 최장, 최악 장마 홍수! 무조건 대장주를 잡아라! M&amp;A 황제주 공개! (폐기물처리,인선이엔티,와이엔텍,KGETS,제넨바이오,태영건설,KC그린홀딩스)",2020-08-09 11:47:40+00:00,1010,제넨바이오,3646254,11727657,1935,2240.5
진검승부-,[주식투자-2020.08.06] 홍수/장마 수혜주 &amp; 윤석열 관련주 분석(#서연 #제일테크노스 #효성오앤비 #조비 #폐기물 #인선이엔티 #제넨바이오 #와이엔텍 #비료 #아시아종묘),2020-08-06 15:05:45+00:00,2336,제넨바이오,21575688,3646254,2093,1935
주식X파일,"조류독감 관련주 총정리 - 겨울의 불청객 조류독감 관련주 매매시나리오 - 백신주,수산주,제일바이오,고려제약,이글벳,신라에스지,동원수산,",2020-02-04 00:40:41+00:00,0,제일바이오,963942,787653,8288.333333,8491.666667
진검승부-,[주식투자-2020.08.06] 홍수/장마 수혜주 &amp; 윤석열 관련주 분석(#서연 #제일테크노스 #효성오앤비 #조비 #폐기물 #인선이엔티 #제넨바이오 #와이엔텍 #비료 #아시아종묘),2020-08-06 15:05:45+00:00,2336,제일테크노스,251472,550339,5605,6251.666667
진검승부-,[주식투자-2020.08.11] 장마/홍수 수혜주 추가 상승 가능성과 서울시장 선거 관련주 분석(#효성오앤비 #자연과환경 #조비 #경농 #나경원 #박원순 #정몽준 #정치테마주),2020-08-11 13:53:59+00:00,1197,조비,189340,63529,26883.33333,25800
진검승부-,"[주식투자-2020.08.10] 현대차 급등 이유/홍수,장마 수혜주 분석/서울시장 선거 관련주(#조비 #장마 #홍수 #경농 #효성오앤비 #폐기물 #4대강관련주 #이낙연 #이재명)",2020-08-10 13:49:37+00:00,1208,조비,1014484,189340,27175,26883.33333
외인잡는개미,농약 비료 제습기 관련주 종목추천 (경농 조비 남해화학 위닉스),2020-08-09 06:00:06+00:00,647,조비,147576,1014484,25116.66667,27175
진검승부-,[주식투자-2020.08.06] 홍수/장마 수혜주 &amp; 윤석열 관련주 분석(#서연 #제일테크노스 #효성오앤비 #조비 #폐기물 #인선이엔티 #제넨바이오 #와이엔텍 #비료 #아시아종묘),2020-08-06 15:05:45+00:00,2336,조비,199636,147576,24458.33333,25116.66667
도지선생 주식이야기,특징주 분석 조비(장마관련주),2020-07-27 12:45:01+00:00,431,조비,113754,168432,23683.33333,25108.33333
슬기로운 매매생활,[박정호] 겨울주 &quot;지에스이&quot; 이렇게 매매 했습니다.,2020-09-16 07:52:07+00:00,436,지에스이,17729560,8519809,1900,1911.666667
JM Investment,주식소통방 미세먼지 관련주? cmg제약/알파홀딩스/체시스,2019-12-10 13:54:48+00:00,243,체시스,266366,174743,2626.166667,2683.333333
서울경제TV SENhotclip,인선이엔티 등 폐기물처리 관련주 급등! 체시스 수익 가능?,2020-08-10 02:07:03+00:00,819,체시스,317153,194891,2848.833333,2797.333333
빨간불의 주식방송,"내일 주목할 대장주 테마 [공기청정기] 성호전자, 위닉스, 코웨이, 카스 향후 주가 전망은?",2020-11-25 08:14:31+00:00,820,카스,277229,133236,2511.666667,2447.5
주식으로 슈퍼직장인,"[박정호] 미세먼지 관련주 (위닉스, 크린앤사이언스, 웰크론, 케이엠, 모나리자, 마스크)",2020-10-20 05:08:33+00:00,1091,케이엠,53373,232124,13000,14087
주식으로 슈퍼직장인,"[박정호] 미세먼지 관련주 (위닉스, 크린앤사이언스, 웰크론, 케이엠, 모나리자, 마스크)",2020-10-20 05:08:33+00:00,1091,케이엠,53373,232124,13000,14087
비타맨-비행기 타는 남자,미세먼지 관련주 미세먼지‘공습’ 케이엠제약 급등!!,2019-12-18 09:50:48+00:00,328,케이엠제약,527981,241505,2783.333333,2754.666667
무료종목추천ᅳ주식스텔스,주식종목상담 켐트로스 인공강우 관련주 황사대비 미세먼지대비 아프리카TV 무료주식방송 주식스텔스 스텔스김호진,2019-04-11 07:35:33+00:00,170,켐트로스,12951,8825,2981.666667,2997.5
정보의 바다,"탄소배출권관련주 신대장 라이브파이낸셜,그린케미칼,켐트로스",2020-12-15 08:10:31+00:00,130,켐트로스,605898,527592,6983.333333,7185
외인잡는개미,태풍 폐기물 관련주 테마주 종목정리 (인선이엔티 코엔텍 제넨바이오 와이엔텍),2020-09-02 21:00:04+00:00,916,코엔텍,337330,389415,9713.333333,9505
투자클라쓰,"[코엔텍, 시노펙스] 역대급 장마, 이번엔 태풍!! 폐기물 처리 관련주 급등 각!!",2020-08-10 06:50:23+00:00,469,코엔텍,2510166,415943,10146.66667,9818.333333
슬기로운 매매생활,"[임정우] 폐기물 관련주 잘 봤죠? 테마의 향후 방향은? (인선이엔티,코엔텍,서한,장마 관련주,폐기물 관련주,홍수 관련주)",2020-08-10 06:06:43+00:00,1731,코엔텍,2510166,415943,10146.66667,9818.333333
외인잡는개미,폐기물관련주 추천종목 (인선이엔티 코엔텍 와이엔텍 KG ETS),2020-08-03 21:00:03+00:00,565,코엔텍,1662833,331506,9525,9348.333333
슬기로운 매매생활,"[임정우] 폐기물 관련주를 추천했던 이유는? 대응방법 (인선이엔티,코엔텍,서한,장마 관련주,폐기물 관련주,홍수 관련주)",2020-08-03 08:29:47+00:00,1416,코엔텍,1662833,331506,9525,9348.333333
빨간불의 주식방송,"내일 주목할 대장주 테마 [공기청정기] 성호전자, 위닉스, 코웨이, 카스 향후 주가 전망은?",2020-11-25 08:14:31+00:00,820,코웨이,43576,22717,71883.33333,71350
성공하다,19 02 13 수요일 크린앤사이언스 코웨이 에스피지 공기청정기 테마주입니다,2019-02-13 13:56:54+00:00,57,코웨이,16846,22780,83333.33333,83100
주식으로 슈퍼직장인,"[최종원]SM life Design 국내 유일 마블 관련주, 디즈니 관련주!(겨울왕국2, 디즈니플러스, 미세먼지 테마, 하츠, 웰크론, 위닉스, 위니아딤채, 크린앤사이언스, 오공)",2019-10-15 02:02:33+00:00,1188,크린앤사이언스,15752,23805,28708.33333,29816.66667
주식으로 슈퍼직장인,"[박정호] 미세먼지 관련주 (위닉스, 크린앤사이언스, 웰크론, 케이엠, 모나리자, 마스크)",2020-10-20 05:08:33+00:00,1091,크린앤사이언스,43903,52187,32483.33333,33083.33333
호호호빵TV,"[주식] 미세먼지 테마주의 다크호스 (크린앤사이언스,위닉스,공기청정기,공기청정기 필터,카본블록필터,정수기 필터,한독크린텍)",2019-10-16 12:39:51+00:00,691,크린앤사이언스,23805,80010,29816.66667,31858.33333
수익맨,"[주식] 미세먼지 관련주 단기 저점 포착! 단기 반등이 예상되는 유력 대장주 공개![위닉스,크린앤사이언스,파세코,하츠,웰크론,공기청정기 관련주]",2019-04-23 09:43:07+00:00,6643,크린앤사이언스,53909,58836,23283.33333,23116.66667
성공하다,19 02 13 수요일 크린앤사이언스 코웨이 에스피지 공기청정기 테마주입니다,2019-02-13 13:56:54+00:00,57,크린앤사이언스,51757,25188,16675,16691.66667
주식으로 슈퍼직장인,"[박정호] 미세먼지 관련주 (위닉스, 크린앤사이언스, 웰크론, 케이엠, 모나리자, 마스크)",2020-10-20 05:08:33+00:00,1091,크린앤사이언스,43903,52187,32483.33333,33083.33333
공부하는 동학개미,"[임정우] 미세먼지 관련주 미리미리 선취매 하려면 언제?어떤거?  (미세먼지 관련주,겨울철 미세먼지,파세코,크린앤사이언스,위닉스,하츠,오공,웰크론)",2019-12-05 07:11:49+00:00,919,크린앤사이언스,22008,21265,27500,27600
주식생성기,"[주식] 역대 최장, 최악 장마 홍수! 무조건 대장주를 잡아라! M&amp;A 황제주 공개! (폐기물처리,인선이엔티,와이엔텍,KGETS,제넨바이오,태영건설,KC그린홀딩스)",2020-08-09 11:47:40+00:00,1010,태영건설,535188,1181832,8704.166667,9525
슬기로운 매매생활,"[임정우] 4대강 관련주 생각보다 강한데.. 사야할까? (이화공영,특수건설,우원개발,자연과환경,일대일로,인선이엔티,장마 관련주,폐기물 관련주,홍수 관련주)",2020-08-11 01:41:48+00:00,975,특수건설,5719860,2453436,8070,7796.666667
주식아리,여름테마주 파세코 신일전자주가전망 겨울에사야하는 이유!!!!!   여름관련주 투자전략,2020-12-28 07:19:50+00:00,1121,파세코,15851,67120,13325,13458.33333
이데일리TV,휠라홀딩스(081660)·파세코(037070)... ‘빨라진 추위에 관련주 화들짝!’ 어떤 겨울 관련주에 주목해야 할까?_김민수의 빨간펜 (20201022),2020-10-22 05:12:05+00:00,973,파세코,296745,57302,13791.66667,13108.33333
주식강행,"누구든 쉽게 따라할 수 있는 사계절테마 (봄 &amp; 가을 - 오공, 웰크론, 모나리자. 여름테마주 - 와이엔텍, 파세코, 신일전자, 배럴, 하이트진로. 겨울테마주 - 경동나비엔 )",2020-05-05 06:27:35+00:00,2066,파세코,3132382,3968922,13125,14675
공부하는 동학개미,"[용호]  파세코 관심종목 흐름분석(여름 관련주, 미세먼지 관련주, 선풍기 관련주)",2019-12-16 09:24:05+00:00,562,파세코,5674,2198,9136.666667,9123.333333
로로쌤TV,[주식] 여름관련주 대표종목 신일산업 | 공기청정 에어서큘레이터로 날개달까? (feat.파세코),2019-05-26 00:00:05+00:00,1286,파세코,478627,110233,7386.666667,7365
수익맨,"[주식] 미세먼지 관련주 단기 저점 포착! 단기 반등이 예상되는 유력 대장주 공개![위닉스,크린앤사이언스,파세코,하츠,웰크론,공기청정기 관련주]",2019-04-23 09:43:07+00:00,6643,파세코,16129,25881,6211.666667,6301.666667
공부하는 동학개미,"[용호]  파세코 관심종목 흐름분석(여름 관련주, 미세먼지 관련주, 선풍기 관련주)",2019-12-16 09:24:05+00:00,562,파세코,5674,2198,9136.666667,9123.333333
공부하는 동학개미,"[임정우] 미세먼지 관련주 미리미리 선취매 하려면 언제?어떤거?  (미세먼지 관련주,겨울철 미세먼지,파세코,크린앤사이언스,위닉스,하츠,오공,웰크론)",2019-12-05 07:11:49+00:00,919,파세코,7356,13625,8728.333333,8803.333333
소확재테크.d동동이형아b,"주식) 대량거래터진 풍력/탄소배출 테마주: 동국S&amp;C, 포메탈, 서암기계공업, 삼강엠앤티, 유니슨, 한솔홈데코",2021-01-05 14:32:16+00:00,1002,포메탈,51523,188870,4165.833333,4310
주식강행,"누구든 쉽게 따라할 수 있는 사계절테마 (봄 &amp; 가을 - 오공, 웰크론, 모나리자. 여름테마주 - 와이엔텍, 파세코, 신일전자, 배럴, 하이트진로. 겨울테마주 - 경동나비엔 )",2020-05-05 06:27:35+00:00,2066,하이트진로,82616,76754,32300,33191.66667
주식으로 슈퍼직장인,"[최종원]SM life Design 국내 유일 마블 관련주, 디즈니 관련주!(겨울왕국2, 디즈니플러스, 미세먼지 테마, 하츠, 웰크론, 위닉스, 위니아딤채, 크린앤사이언스, 오공)",2019-10-15 02:02:33+00:00,1188,하츠,39806,73423,6955,7140
주식으로 슈퍼직장인,"[홍화] 미세먼지/황사/제습기/공기청정기 테마주 상승! 종목분석+향후 대응(하츠,웰크론,위닉스,한국테크놀로지)",2019-10-21 05:15:21+00:00,821,하츠,1432046,235871,8041.666667,7938.333333
수익맨,"[주식] 미세먼지 관련주 단기 저점 포착! 단기 반등이 예상되는 유력 대장주 공개![위닉스,크린앤사이언스,파세코,하츠,웰크론,공기청정기 관련주]",2019-04-23 09:43:07+00:00,6643,하츠,83662,163391,8496.666667,8306.666667
복면주달,"주식투자 시황 9 - 미세먼지관련주 수급확산 [하츠,누리플랜,대유위니아,위닉스 등]",2019-03-06 11:30:13+00:00,25,하츠,4742344,7724144,6405,7605
천지인-주식탐구생활,"미세먼지 관련주 하츠,대유위니아,위닉스로 확대",2019-03-06 09:40:29+00:00,316,하츠,4742344,7724144,6405,7605
주식소림사,[주식]미세먼지관련주 공기청정기 필터관련주 상한가! 계속 상승할까? 미세먼지관련주식 차트분석 대유위니아 하츠 위닉스 누리플랜,2019-03-06 05:15:27+00:00,825,하츠,4742344,7724144,6405,7605
슈아건TV,"[주식] 계절테마, 봄 황사 미세먼지 관련주 지금부터 준비! 자리가 좋은 여섯 종목 선정 1)위니아딤채 2)디에이치피코리아 3)위닉스 4)삼일제약 5)JW중외제약 6)하츠",2020-11-11 13:27:47+00:00,772,하츠,31671,58721,6921.666667,7006.666667
MTN 머니투데이방송,"[종목 해결사] 매도 타이밍 놓친 &#39;하츠&#39;… 미세먼지 관련주 다시 한번 매도 타이밍 잡을 수 있을까?/ (증시, 증권)",2020-01-06 08:24:30+00:00,524,하츠,49038,18425,7421.666667,7346.666667
월스트리트경제TV,미세먼지 저감조치 #미세먼지관련주  12월 10일 투달시황라이브 #주식 #라이브 #개장전시황 #아침시황 #개장 #종목 #특징주 #투달시황라이브 #클린앤사이언스 #하츠 #웰크론,2019-12-10 00:27:48+00:00,109,하츠,254314,43637,7523.333333,7486.666667
공부하는 동학개미,"[임정우] 미세먼지 관련주 미리미리 선취매 하려면 언제?어떤거?  (미세먼지 관련주,겨울철 미세먼지,파세코,크린앤사이언스,위닉스,하츠,오공,웰크론)",2019-12-05 07:11:49+00:00,919,하츠,13274,48718,7193.333333,6946.666667
진검승부-,[주식투자-20191021]미세먼지 대장주/대선주 추세 분석(#위닉스 #하츠 #윌비스 #스타플렉스 #모나리자 #신일산업),2019-10-21 12:26:38+00:00,1790,하츠,1432046,235871,8041.666667,7938.333333
그레이스파트너스,"미세먼지 예비저감조치, 미세먼지관련주 하츠/위닉스/모나리자/웰크론",2019-10-21 06:55:06+00:00,144,하츠,1432046,235871,8041.666667,7938.333333
행운을주는JS,[주식] 겨울 수혜주 1탄 한국가스공사 외 1종목 반등이 나올것인가?,2019-08-11 05:31:22+00:00,2012,한국가스공사,33093,57788,39166.66667,39733.33333
주식으로 슈퍼직장인,"[홍화] 미세먼지/황사/제습기/공기청정기 테마주 상승! 종목분석+향후 대응(하츠,웰크론,위닉스,한국테크놀로지)",2019-10-21 05:15:21+00:00,821,한국테크놀로지,203874,196824,1527.5,1557.5
호호호빵TV,"[주식] 미세먼지 테마주의 다크호스 (크린앤사이언스,위닉스,공기청정기,공기청정기 필터,카본블록필터,정수기 필터,한독크린텍)",2019-10-16 12:39:51+00:00,691,한독크린텍,10069,16050,16675,17033.33333
콕스톡TV,"[주식][특징주][탄소배출권 관련주]휴켐스, KC코트렐, 한솔홈데코, 에코프로, 그린케미칼",2021-01-20 03:00:42+00:00,441,한솔홈데코,2789888,3199044,2355,2288.333333
장뚱샘TV- 주식20년 초고수가 나타났다!,"[세력차트] &quot;탄소배출권관련주&quot;, 에코프로, KC코트렐, 에코바이오, 세종공업, 한솔홈데코, 후성",2021-01-07 23:00:00+00:00,1778,한솔홈데코,19971309,3095056,2471.666667,2272.5
소확재테크.d동동이형아b,"주식) 대량거래터진 풍력/탄소배출 테마주: 동국S&amp;C, 포메탈, 서암기계공업, 삼강엠앤티, 유니슨, 한솔홈데코",2021-01-05 14:32:16+00:00,1002,한솔홈데코,920510,1096895,2200,2218.333333
주식대가,"대가의 급등 유망 관심종목. 탄소배출권 관련주. 라이브파이낸셜, 그린케미칼, 한솔홈데코, 이건산업, kc코트렐 관심 종목은 주식대가에서 확인!",2020-12-15 09:21:50+00:00,535,한솔홈데코,1662209,2273525,2240.833333,2257.5
개미르망,"휴켐스,에코프로,이건산업,한솔홈데코,kc코트렐(탄소배출권관련주)총정리/1116",2020-11-16 10:05:04+00:00,525,한솔홈데코,1229995,1376094,2141.666667,2057.5
아이스탁TV 아이컴퍼니,"바이든 수혜주를 잡아라! 탄소배출권 관련주 철저 해부 (바이든, 그린뉴딜, 태양광, 수소차, 탄소배출권, 신성이엔지, 에코바이오, 한솔홈데코, 이건산업, 휴켐스, kc코트렐)",2020-11-10 06:19:50+00:00,0,한솔홈데코,5597094,5679701,2297.5,2350.833333
왕좌의주식,[주식] 한솔홈데코(025750) 탄소배출권관련주 급등중??,2020-11-10 04:27:19+00:00,0,한솔홈데코,5597094,5679701,2297.5,2350.833333
소확재테크.d동동이형아b,"주식) 바이든 공약, 탄소배출권 관련주: 세종공업, KC코트렐, 에코바이오, 이건산업, 한솔홈데코, 휴켐스, 에코프로",2020-11-09 12:14:45+00:00,1265,한솔홈데코,30508917,5597094,2505,2297.5
한국증권TV,"[01.07] 바이든 관련주!! 내일의 대응전략!!(그린케미칼,kc코트렐, 오성첨단소재, 한화솔루션, 유니슨 등등)",2021-01-07 10:00:11+00:00,3175,한화솔루션,4181695,1461361,54814.5,55024.66667
장뚱샘TV- 주식20년 초고수가 나타났다!,"[세력차트] &quot;탄소배출권관련주&quot;, 에코프로, KC코트렐, 에코바이오, 세종공업, 한솔홈데코, 후성",2021-01-07 23:00:00+00:00,1778,후성,6018809,1524836,12658.33333,12283.33333
최종원의 주식 밀착 취재,"[최강주] 탄소배출권 관련주 지금 사도 돼요? - KC코트렐,후성",2020-11-08 22:51:31+00:00,1917,후성,1846097,700560,9985,10158.33333
이데일리TV,휠라홀딩스(081660)·파세코(037070)... ‘빨라진 추위에 관련주 화들짝!’ 어떤 겨울 관련주에 주목해야 할까?_김민수의 빨간펜 (20201022),2020-10-22 05:12:05+00:00,973,휠라홀딩스,55759,298686,40000,41050
콕스톡TV,"[주식][특징주][탄소배출권 관련주]휴켐스, KC코트렐, 한솔홈데코, 에코프로, 그린케미칼",2021-01-20 03:00:42+00:00,441,휴켐스,48365,56422,24391.66667,24316.66667
개미르망,"휴켐스,에코프로,이건산업,한솔홈데코,kc코트렐(탄소배출권관련주)총정리/1116",2020-11-16 10:05:04+00:00,525,휴켐스,44025,42775,24808.33333,24408.33333
아이스탁TV 아이컴퍼니,"바이든 수혜주를 잡아라! 탄소배출권 관련주 철저 해부 (바이든, 그린뉴딜, 태양광, 수소차, 탄소배출권, 신성이엔지, 에코바이오, 한솔홈데코, 이건산업, 휴켐스, kc코트렐)",2020-11-10 06:19:50+00:00,0,휴켐스,169625,394235,26700,26583.33333
소확재테크.d동동이형아b,"주식) 바이든 공약, 탄소배출권 관련주: 세종공업, KC코트렐, 에코바이오, 이건산업, 한솔홈데코, 휴켐스, 에코프로",2020-11-09 12:14:45+00:00,1265,휴켐스,506900,169625,25083.33333,26700
